26.7
37.0
35.0
33.7
35.0
35.0
36.0
26.0
33.0
32.7
25.0
19.0
2.0
7.0
15.0
21.8
30.0
38.0
46.0
54.0
62.0
68.0
77.0
77.2
79.0
79.0
79.0
79.0
77.0
78.2
79.0
79.0
69.0
34.0
33.0
32.7
35.0
34.0
34.0
36.0
36.0
34.0
34.7
35.0
36.0
34.0
32.0
34.0
34.0
35.0
33.7
28.0
35.0
33.0
36.0
33.0
35.0
38.6
37.0
37.0
