Algorithm,Precision,Recall,F1 Score,AUC
ECOD,0.47619047619047616,0.45454545454545453,0.46511627906976744,0.680622009569378
MCD,1.0,1.0,1.0,1.0
LOF,0.2,0.18181818181818182,0.1904761904761905,0.6016746411483254
KNN,0.46153846153846156,0.2727272727272727,0.3428571428571428,0.5005980861244019
IForest,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.6040669856459331
LODA,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.5239234449760766
