Algorithm,Precision,Recall,F1 Score,AUC
ECOD,0.6666666666666666,0.6363636363636364,0.6511627906976744,0.7900717703349283
MCD,1.0,1.0,1.0,1.0
LOF,0.4,0.09090909090909091,0.14814814814814814,0.9282296650717703
KNN,0.6190476190476191,0.5909090909090909,0.6046511627906977,0.6393540669856459
IForest,0.6842105263157895,0.5909090909090909,0.6341463414634148,0.84688995215311
LODA,0.6842105263157895,0.5909090909090909,0.6341463414634148,0.9114832535885167
