Algorithm,Precision,Recall,F1 Score,AUC
ECOD,0.4166666666666667,0.22727272727272727,0.29411764705882354,0.6991626794258373
MCD,1.0,1.0,1.0,1.0
LOF,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.520334928229665
KNN,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.5005980861244019
IForest,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.3181818181818182
LODA,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.5215311004784688
