Algorithm,Precision,Recall,F1 Score,AUC
ECOD,0.3333333333333333,0.2727272727272727,0.3,0.7535885167464115
MCD,1.0,1.0,1.0,1.0
LOF,0.5833333333333334,0.3181818181818182,0.4117647058823529,0.8767942583732058
KNN,0.5,0.5,0.5,0.5705741626794258
IForest,0.55,0.5,0.5238095238095238,0.8720095693779905
LODA,0.55,0.5,0.5238095238095238,0.8708133971291865
