Algorithm,Precision,Recall,F1 Score,AUC
ECOD,0.6666666666666666,0.5454545454545454,0.6,0.7470095693779905
MCD,1.0,1.0,1.0,1.0
LOF,0.2,0.18181818181818182,0.1904761904761905,0.55622009569378
KNN,0.9047619047619048,0.8636363636363636,0.8837209302325582,0.950956937799043
IForest,0.7619047619047619,0.7272727272727273,0.7441860465116279,0.9126794258373205
LODA,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.9055023923444976
