Algorithm,Precision,Recall,F1 Score,AUC
ECOD,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.7894736842105263
MCD,0.9,0.8181818181818182,0.8571428571428572,0.9258373205741627
LOF,0.9,0.8181818181818182,0.8571428571428572,0.9055023923444976
KNN,0.9,0.8181818181818182,0.8571428571428572,0.9043062200956938
IForest,0.9,0.8181818181818182,0.8571428571428572,0.9066985645933013
LODA,0.9,0.8181818181818182,0.8571428571428572,0.9114832535885168
