Algorithm,Precision,Recall,F1 Score,AUC
ECOD,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.7840909090909092
MCD,1.0,1.0,1.0,1.0
LOF,0.2857142857142857,0.09090909090909091,0.13793103448275862,0.8803827751196173
KNN,0.3333333333333333,0.3181818181818182,0.3255813953488372,0.5753588516746411
IForest,0.7368421052631579,0.6363636363636364,0.6829268292682926,0.8779904306220095
LODA,0.7368421052631579,0.6363636363636364,0.6829268292682926,0.8803827751196172
