Algorithm,Precision,Recall,F1 Score,AUC
ECOD,0.18181818181818182,0.09090909090909091,0.12121212121212123,0.7511961722488039
MCD,1.0,1.0,1.0,1.0
LOF,0.4,0.09090909090909091,0.14814814814814814,0.9282296650717703
KNN,0.2,0.18181818181818182,0.1904761904761905,0.3827751196172249
IForest,0.5555555555555556,0.45454545454545453,0.5,0.8684210526315789
LODA,0.5555555555555556,0.45454545454545453,0.5,0.8660287081339713
