Algorithm,Precision,Recall,F1 Score,AUC
ECOD,0.5,0.5,0.5,0.7392344497607655
MCD,0.9411764705882353,0.7272727272727273,0.8205128205128205,0.9832535885167464
LOF,0.9375,0.6818181818181818,0.7894736842105263,0.9808612440191387
KNN,0.7894736842105263,0.6818181818181818,0.7317073170731707,0.7894736842105263
IForest,0.8,0.7272727272727273,0.761904761904762,0.7595693779904307
LODA,0.75,0.6818181818181818,0.7142857142857143,0.75
