Algorithm,Precision,Recall,F1 Score,AUC
ECOD,0.5,0.5,0.5,0.7942583732057418
MCD,1.0,1.0,1.0,1.0
LOF,0.4,0.09090909090909091,0.14814814814814814,0.9282296650717703
KNN,0.3888888888888889,0.3181818181818182,0.35000000000000003,0.4461722488038278
IForest,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.8720095693779905
LODA,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.8779904306220095
