Algorithm,Precision,Recall,F1 Score,AUC
ECOD,0.4375,0.3181818181818182,0.3684210526315789,0.7936602870813397
MCD,1.0,1.0,1.0,1.0
LOF,0.5555555555555556,0.22727272727272727,0.3225806451612903,0.9043062200956938
KNN,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5980861244019138
IForest,0.7777777777777778,0.6363636363636364,0.7000000000000001,0.9258373205741627
LODA,0.7777777777777778,0.6363636363636364,0.7000000000000001,0.9294258373205742
